Year,Cause Name,State,Age-adjusted Death Rate
2004,CLRD,Montana,55.9
2003,CLRD,Montana,58.3
2002,CLRD,Montana,57.8
2001,CLRD,Montana,59.3
2000,CLRD,Montana,53.6
1999,CLRD,Montana,59.4
2016,CLRD,Nebraska,48.9
2015,CLRD,Nebraska,52.2
2014,CLRD,Nebraska,50.6
2013,CLRD,Nebraska,47.7
2012,CLRD,Nebraska,48.9
2011,CLRD,Nebraska,50.5
2010,CLRD,Nebraska,48.8
2009,CLRD,Nebraska,48.3
2008,CLRD,Nebraska,51.6
2007,CLRD,Nebraska,45.9
2006,CLRD,Nebraska,44.4
2005,CLRD,Nebraska,48.7
2004,CLRD,Nebraska,42.2
2003,CLRD,Nebraska,47.0
2002,CLRD,Nebraska,49.1
2001,CLRD,Nebraska,46.6
2000,CLRD,Nebraska,45.0
1999,CLRD,Nebraska,50.6
2016,CLRD,Nevada,56.6
2015,CLRD,Nevada,54.1
2014,CLRD,Nevada,52.9
2013,CLRD,Nevada,54.1
2012,CLRD,Nevada,52.0
2011,CLRD,Nevada,49.8
2010,CLRD,Nevada,49.5
2009,CLRD,Nevada,53.3
2008,CLRD,Nevada,56.4
2007,CLRD,Nevada,48.9
2006,CLRD,Nevada,50.3
2005,CLRD,Nevada,60.4
2004,CLRD,Nevada,57.2
2003,CLRD,Nevada,62.9
2002,CLRD,Nevada,65.9
2001,CLRD,Nevada,65.6
2000,CLRD,Nevada,61.3
1999,CLRD,Nevada,64.7
2016,CLRD,New Hampshire,39.3
2015,CLRD,New Hampshire,41.9
2014,CLRD,New Hampshire,41.3
2013,CLRD,New Hampshire,42.0
2012,CLRD,New Hampshire,43.5
2011,CLRD,New Hampshire,43.1
2010,CLRD,New Hampshire,41.7
2009,CLRD,New Hampshire,45.6
2008,CLRD,New Hampshire,48.8
2007,CLRD,New Hampshire,44.2
2006,CLRD,New Hampshire,44.9
2005,CLRD,New Hampshire,48.2
2004,CLRD,New Hampshire,46.7
2003,CLRD,New Hampshire,42.8
2002,CLRD,New Hampshire,47.4
2001,CLRD,New Hampshire,51.4
2000,CLRD,New Hampshire,49.4
1999,CLRD,New Hampshire,51.0
2016,CLRD,New Jersey,27.9
2015,CLRD,New Jersey,29.6
2014,CLRD,New Jersey,28.5
2013,CLRD,New Jersey,31.1
2012,CLRD,New Jersey,31.7
2011,CLRD,New Jersey,31.2
2010,CLRD,New Jersey,31.4
2009,CLRD,New Jersey,31.8
2008,CLRD,New Jersey,33.9
2007,CLRD,New Jersey,31.4
2006,CLRD,New Jersey,30.5
2005,CLRD,New Jersey,34.0
2004,CLRD,New Jersey,33.0
2003,CLRD,New Jersey,31.9
2002,CLRD,New Jersey,32.0
2001,CLRD,New Jersey,32.6
2000,CLRD,New Jersey,34.1
1999,CLRD,New Jersey,35.9
2016,CLRD,New Mexico,44.4
2015,CLRD,New Mexico,44.7
2014,CLRD,New Mexico,46.4
2013,CLRD,New Mexico,44.7
2012,CLRD,New Mexico,42.5
2011,CLRD,New Mexico,46.2
2010,CLRD,New Mexico,47.7
2009,CLRD,New Mexico,47.1
2008,CLRD,New Mexico,49.7
2007,CLRD,New Mexico,45.1
2006,CLRD,New Mexico,46.5
2005,CLRD,New Mexico,46.2
2004,CLRD,New Mexico,42.0
2003,CLRD,New Mexico,53.3
2002,CLRD,New Mexico,49.7
2001,CLRD,New Mexico,45.8
2000,CLRD,New Mexico,46.9
1999,CLRD,New Mexico,52.9
2016,CLRD,New York,28.4
2015,CLRD,New York,29.9
2014,CLRD,New York,29.1
2013,CLRD,New York,30.7
2012,CLRD,New York,31.1
2011,CLRD,New York,31.5
2010,CLRD,New York,31.4
2009,CLRD,New York,31.4
2008,CLRD,New York,32.6
2007,CLRD,New York,31.3
2006,CLRD,New York,30.5
2005,CLRD,New York,33.2
2004,CLRD,New York,33.4
2003,CLRD,New York,33.3
2002,CLRD,New York,34.9
2001,CLRD,New York,35.0
2000,CLRD,New York,34.9
1999,CLRD,New York,36.9
2016,CLRD,North Carolina,44.8
2015,CLRD,North Carolina,45.5
2014,CLRD,North Carolina,45.1
2013,CLRD,North Carolina,46.3
2012,CLRD,North Carolina,46.4
2011,CLRD,North Carolina,46.7
2010,CLRD,North Carolina,46.1
2009,CLRD,North Carolina,45.4
2008,CLRD,North Carolina,49.3
2007,CLRD,North Carolina,46.9
2006,CLRD,North Carolina,45.8
2005,CLRD,North Carolina,49.2
2004,CLRD,North Carolina,43.9
2003,CLRD,North Carolina,48.2
2002,CLRD,North Carolina,46.6
2001,CLRD,North Carolina,45.6
2000,CLRD,North Carolina,48.9
1999,CLRD,North Carolina,48.0
2016,CLRD,North Dakota,34.7
2015,CLRD,North Dakota,40.0
2014,CLRD,North Dakota,36.1
2013,CLRD,North Dakota,38.2
2012,CLRD,North Dakota,35.3
2011,CLRD,North Dakota,39.6
2010,CLRD,North Dakota,43.1
2009,CLRD,North Dakota,41.6
2008,CLRD,North Dakota,43.4
2007,CLRD,North Dakota,32.7
2006,CLRD,North Dakota,34.4
2005,CLRD,North Dakota,34.4
2004,CLRD,North Dakota,34.6
2003,CLRD,North Dakota,39.1
2002,CLRD,North Dakota,41.8
2001,CLRD,North Dakota,39.6
2000,CLRD,North Dakota,38.6
1999,CLRD,North Dakota,35.8
2016,CLRD,Ohio,47.5
2015,CLRD,Ohio,49.6
2014,CLRD,Ohio,47.2
2013,CLRD,Ohio,49.7
2012,CLRD,Ohio,51.2
2011,CLRD,Ohio,51.7
2010,CLRD,Ohio,50.5
2009,CLRD,Ohio,50.4
2008,CLRD,Ohio,53.3
2007,CLRD,Ohio,50.4
2006,CLRD,Ohio,47.9
2005,CLRD,Ohio,52.8
2004,CLRD,Ohio,47.8
2003,CLRD,Ohio,48.5
2002,CLRD,Ohio,50.2
2001,CLRD,Ohio,49.3
2000,CLRD,Ohio,50.6
1999,CLRD,Ohio,49.9
2016,CLRD,Oklahoma,61.4
2015,CLRD,Oklahoma,65.8
2014,CLRD,Oklahoma,63.3
2013,CLRD,Oklahoma,62.4
2012,CLRD,Oklahoma,61.4
2011,CLRD,Oklahoma,63.8
2010,CLRD,Oklahoma,67.4
2009,CLRD,Oklahoma,65.1
2008,CLRD,Oklahoma,68.9
2007,CLRD,Oklahoma,62.1
2006,CLRD,Oklahoma,57.6
2005,CLRD,Oklahoma,63.6
2004,CLRD,Oklahoma,53.9
2003,CLRD,Oklahoma,59.0
2002,CLRD,Oklahoma,54.8
2001,CLRD,Oklahoma,53.3
2000,CLRD,Oklahoma,55.2
1999,CLRD,Oklahoma,49.3
2016,CLRD,Oregon,40.4
2015,CLRD,Oregon,42.4
2014,CLRD,Oregon,40.1
2013,CLRD,Oregon,43.0
2012,CLRD,Oregon,42.2
2011,CLRD,Oregon,45.1
2010,CLRD,Oregon,45.3
2009,CLRD,Oregon,45.3
2008,CLRD,Oregon,46.6
2007,CLRD,Oregon,46.1
2006,CLRD,Oregon,45.6
2005,CLRD,Oregon,47.0
2004,CLRD,Oregon,46.7
2003,CLRD,Oregon,48.5
2002,CLRD,Oregon,50.2
2001,CLRD,Oregon,47.9
2000,CLRD,Oregon,47.5
1999,CLRD,Oregon,50.4
2016,CLRD,Pennsylvania,36.8
2015,CLRD,Pennsylvania,38.1
2014,CLRD,Pennsylvania,37.0
2013,CLRD,Pennsylvania,39.3
2012,CLRD,Pennsylvania,38.8
2011,CLRD,Pennsylvania,39.7
2010,CLRD,Pennsylvania,37.9
2009,CLRD,Pennsylvania,39.6
2008,CLRD,Pennsylvania,42.0
2007,CLRD,Pennsylvania,38.1
2006,CLRD,Pennsylvania,35.6
2005,CLRD,Pennsylvania,39.3
2004,CLRD,Pennsylvania,38.6
2003,CLRD,Pennsylvania,39.2
2002,CLRD,Pennsylvania,39.3
2001,CLRD,Pennsylvania,38.6
2000,CLRD,Pennsylvania,40.3
1999,CLRD,Pennsylvania,41.1
2016,CLRD,Rhode Island,31.3
2015,CLRD,Rhode Island,36.9
2014,CLRD,Rhode Island,36.0
2013,CLRD,Rhode Island,34.7
2012,CLRD,Rhode Island,36.9
2011,CLRD,Rhode Island,39.5
2010,CLRD,Rhode Island,38.5
2009,CLRD,Rhode Island,39.8
2008,CLRD,Rhode Island,37.3
2007,CLRD,Rhode Island,32.5
2006,CLRD,Rhode Island,38.1
2005,CLRD,Rhode Island,40.6
2004,CLRD,Rhode Island,36.3
2003,CLRD,Rhode Island,39.0
2002,CLRD,Rhode Island,41.5
2001,CLRD,Rhode Island,41.3
2000,CLRD,Rhode Island,40.4
1999,CLRD,Rhode Island,40.6
2016,CLRD,South Carolina,47.5
2015,CLRD,South Carolina,49.9
2014,CLRD,South Carolina,48.2
2013,CLRD,South Carolina,50.8
2012,CLRD,South Carolina,46.9
2011,CLRD,South Carolina,47.6
2010,CLRD,South Carolina,46.3
2009,CLRD,South Carolina,48.2
2008,CLRD,South Carolina,48.5
2007,CLRD,South Carolina,44.9
2006,CLRD,South Carolina,44.0
2005,CLRD,South Carolina,46.7
2004,CLRD,South Carolina,43.5
2003,CLRD,South Carolina,47.4
2002,CLRD,South Carolina,48.1
2001,CLRD,South Carolina,44.8
2000,CLRD,South Carolina,45.8
1999,CLRD,South Carolina,47.0
2016,CLRD,South Dakota,38.3
2015,CLRD,South Dakota,45.3
2014,CLRD,South Dakota,40.8
2013,CLRD,South Dakota,39.3
2012,CLRD,South Dakota,45.7
2011,CLRD,South Dakota,47.4
2010,CLRD,South Dakota,46.0
2009,CLRD,South Dakota,44.9
2008,CLRD,South Dakota,50.7
2007,CLRD,South Dakota,48.0
2006,CLRD,South Dakota,40.1
2005,CLRD,South Dakota,48.1
2004,CLRD,South Dakota,42.9
2003,CLRD,South Dakota,42.9
2002,CLRD,South Dakota,43.2
2001,CLRD,South Dakota,41.7
2000,CLRD,South Dakota,43.6
1999,CLRD,South Dakota,38.6
2016,CLRD,Tennessee,54.7
2015,CLRD,Tennessee,54.9
2014,CLRD,Tennessee,52.5
2013,CLRD,Tennessee,53.2
2012,CLRD,Tennessee,51.8
2011,CLRD,Tennessee,52.7
2010,CLRD,Tennessee,52.7
2009,CLRD,Tennessee,52.9
2008,CLRD,Tennessee,54.7
2007,CLRD,Tennessee,50.0
2006,CLRD,Tennessee,48.1
2005,CLRD,Tennessee,52.9
2004,CLRD,Tennessee,50.7
2003,CLRD,Tennessee,52.8
2002,CLRD,Tennessee,52.7
2001,CLRD,Tennessee,52.2
2000,CLRD,Tennessee,52.1
1999,CLRD,Tennessee,49.9
2016,CLRD,Texas,39.5
2015,CLRD,Texas,41.3
2014,CLRD,Texas,40.5
2013,CLRD,Texas,42.4
2012,CLRD,Texas,42.7
2011,CLRD,Texas,42.3
2010,CLRD,Texas,43.0
2009,CLRD,Texas,42.6
2008,CLRD,Texas,45.1
2007,CLRD,Texas,42.2
2006,CLRD,Texas,40.8
2005,CLRD,Texas,44.1
2004,CLRD,Texas,41.9
2003,CLRD,Texas,43.8
2002,CLRD,Texas,45.7
2001,CLRD,Texas,46.7
2000,CLRD,Texas,44.7
1999,CLRD,Texas,46.8
2016,CLRD,Utah,35.8
2015,CLRD,Utah,33.9
2014,CLRD,Utah,32.6
2013,CLRD,Utah,32.0
2012,CLRD,Utah,30.6
2011,CLRD,Utah,30.2
2010,CLRD,Utah,33.2
2009,CLRD,Utah,29.5
2008,CLRD,Utah,33.3
2007,CLRD,Utah,33.2
2006,CLRD,Utah,32.9
2005,CLRD,Utah,34.4
2004,CLRD,Utah,35.6
2003,CLRD,Utah,35.0
2002,CLRD,Utah,38.1
2001,CLRD,Utah,33.9
2000,CLRD,Utah,34.6
1999,CLRD,Utah,37.6
2016,CLRD,Vermont,41.3
2015,CLRD,Vermont,42.3
2014,CLRD,Vermont,41.2
2013,CLRD,Vermont,44.1
2012,CLRD,Vermont,46.3
2011,CLRD,Vermont,45.5
2010,CLRD,Vermont,45.3
2009,CLRD,Vermont,49.3
2008,CLRD,Vermont,47.6
2007,CLRD,Vermont,45.0
2006,CLRD,Vermont,46.5
2005,CLRD,Vermont,57.1
2004,CLRD,Vermont,45.0
2003,CLRD,Vermont,46.2
2002,CLRD,Vermont,43.1
2001,CLRD,Vermont,48.5
2000,CLRD,Vermont,50.5
1999,CLRD,Vermont,49.2
2016,CLRD,Virginia,34.6
2015,CLRD,Virginia,37.1
2014,CLRD,Virginia,35.3
2013,CLRD,Virginia,37.3
2012,CLRD,Virginia,36.9
2011,CLRD,Virginia,38.6
2010,CLRD,Virginia,38.1
2009,CLRD,Virginia,39.6
2008,CLRD,Virginia,40.6
2007,CLRD,Virginia,38.3
2006,CLRD,Virginia,38.0
2005,CLRD,Virginia,41.8
2004,CLRD,Virginia,40.4
2003,CLRD,Virginia,45.0
2002,CLRD,Virginia,42.2
2001,CLRD,Virginia,43.1
2000,CLRD,Virginia,45.1
1999,CLRD,Virginia,43.8
2016,CLRD,Washington,37.3
2015,CLRD,Washington,39.7
2014,CLRD,Washington,37.9
2013,CLRD,Washington,39.4
2012,CLRD,Washington,41.0
2011,CLRD,Washington,44.0
2010,CLRD,Washington,40.4
2009,CLRD,Washington,44.3
2008,CLRD,Washington,45.6
2007,CLRD,Washington,42.8
2006,CLRD,Washington,43.5
2005,CLRD,Washington,45.4
2004,CLRD,Washington,43.8
2003,CLRD,Washington,46.6
2002,CLRD,Washington,48.6
2001,CLRD,Washington,48.1
2000,CLRD,Washington,49.3
1999,CLRD,Washington,51.2
2016,CLRD,West Virginia,62.1
2015,CLRD,West Virginia,64.6
2014,CLRD,West Virginia,63.0
2013,CLRD,West Virginia,64.6
2012,CLRD,West Virginia,62.4
2011,CLRD,West Virginia,66.1
2010,CLRD,West Virginia,62.7
2009,CLRD,West Virginia,63.9
2008,CLRD,West Virginia,68.9
2007,CLRD,West Virginia,58.3
2006,CLRD,West Virginia,56.3
2005,CLRD,West Virginia,60.5
2004,CLRD,West Virginia,55.6
2003,CLRD,West Virginia,59.2
2002,CLRD,West Virginia,56.6
2001,CLRD,West Virginia,59.2
2000,CLRD,West Virginia,62.9
1999,CLRD,West Virginia,57.9
2016,CLRD,Wisconsin,38.3
2015,CLRD,Wisconsin,39.3
2014,CLRD,Wisconsin,39.3
2013,CLRD,Wisconsin,40.3
2012,CLRD,Wisconsin,37.1
2011,CLRD,Wisconsin,39.5
2010,CLRD,Wisconsin,38.0
2009,CLRD,Wisconsin,38.5
2008,CLRD,Wisconsin,39.9
2007,CLRD,Wisconsin,38.6
2006,CLRD,Wisconsin,38.5
2005,CLRD,Wisconsin,40.7
2004,CLRD,Wisconsin,38.9
2003,CLRD,Wisconsin,39.1
2002,CLRD,Wisconsin,40.2
2001,CLRD,Wisconsin,41.6
2000,CLRD,Wisconsin,41.1
1999,CLRD,Wisconsin,40.5
2016,CLRD,Wyoming,48.9
2015,CLRD,Wyoming,57.1
2014,CLRD,Wyoming,55.0
2013,CLRD,Wyoming,63.1
2012,CLRD,Wyoming,55.8
2011,CLRD,Wyoming,57.0
2010,CLRD,Wyoming,59.5
2009,CLRD,Wyoming,57.2
2008,CLRD,Wyoming,58.5
2007,CLRD,Wyoming,56.7
2006,CLRD,Wyoming,67.4
2005,CLRD,Wyoming,57.6
2004,CLRD,Wyoming,62.8
2003,CLRD,Wyoming,57.6
2002,CLRD,Wyoming,68.7
2001,CLRD,Wyoming,57.9
2000,CLRD,Wyoming,62.4
1999,CLRD,Wyoming,75.6
2016,Diabetes,Alabama,20.1
2015,Diabetes,Alabama,21.7
2014,Diabetes,Alabama,22.8
2013,Diabetes,Alabama,24.3
2012,Diabetes,Alabama,23.9
2011,Diabetes,Alabama,23.9
2010,Diabetes,Alabama,25.0
2009,Diabetes,Alabama,24.4
2008,Diabetes,Alabama,27.2
2007,Diabetes,Alabama,26.4
2006,Diabetes,Alabama,29.8
2005,Diabetes,Alabama,29.9
2004,Diabetes,Alabama,30.8
2003,Diabetes,Alabama,30.4
2002,Diabetes,Alabama,32.3
2001,Diabetes,Alabama,29.6
2000,Diabetes,Alabama,29.3
1999,Diabetes,Alabama,30.0
2016,Diabetes,Alaska,19.3
2015,Diabetes,Alaska,23.9
2014,Diabetes,Alaska,19.4
2013,Diabetes,Alaska,20.1
2012,Diabetes,Alaska,18.8
2011,Diabetes,Alaska,20.6
2010,Diabetes,Alaska,19.6
2009,Diabetes,Alaska,18.1
2008,Diabetes,Alaska,22.3
2007,Diabetes,Alaska,24.1
2006,Diabetes,Alaska,25.9
2005,Diabetes,Alaska,22.4
2004,Diabetes,Alaska,22.6
2003,Diabetes,Alaska,27.7
2002,Diabetes,Alaska,22.0
2001,Diabetes,Alaska,22.8
2000,Diabetes,Alaska,27.3
1999,Diabetes,Alaska,23.8
2016,Diabetes,Arizona,23.9
2015,Diabetes,Arizona,25.3
2014,Diabetes,Arizona,24.3
2013,Diabetes,Arizona,23.5
2012,Diabetes,Arizona,23.4
2011,Diabetes,Arizona,24.3
2010,Diabetes,Arizona,20.3
2009,Diabetes,Arizona,16.2
2008,Diabetes,Arizona,18.0
2007,Diabetes,Arizona,18.3
2006,Diabetes,Arizona,19.6
2005,Diabetes,Arizona,20.4
2004,Diabetes,Arizona,21.0
2003,Diabetes,Arizona,20.9
2002,Diabetes,Arizona,23.0
2001,Diabetes,Arizona,20.3
2000,Diabetes,Arizona,20.0
1999,Diabetes,Arizona,21.5
2016,Diabetes,Arkansas,25.4
2015,Diabetes,Arkansas,24.7
2014,Diabetes,Arkansas,24.0
2013,Diabetes,Arkansas,24.2
2012,Diabetes,Arkansas,24.6
2011,Diabetes,Arkansas,27.0
2010,Diabetes,Arkansas,25.8
2009,Diabetes,Arkansas,27.4
2008,Diabetes,Arkansas,28.1
2007,Diabetes,Arkansas,26.8
2006,Diabetes,Arkansas,27.2
2005,Diabetes,Arkansas,27.1
2004,Diabetes,Arkansas,28.0
2003,Diabetes,Arkansas,29.9
2002,Diabetes,Arkansas,27.0
2001,Diabetes,Arkansas,26.0
2000,Diabetes,Arkansas,24.6
1999,Diabetes,Arkansas,24.2
2016,Diabetes,California,21.4
2015,Diabetes,California,21.2
2014,Diabetes,California,20.4
2013,Diabetes,California,20.6
2012,Diabetes,California,20.7
2011,Diabetes,California,20.7
2010,Diabetes,California,19.7
2009,Diabetes,California,19.8
2008,Diabetes,California,21.5
2007,Diabetes,California,22.2
2006,Diabetes,California,22.5
2005,Diabetes,California,23.8
2004,Diabetes,California,22.6
2003,Diabetes,California,22.8
2002,Diabetes,California,22.5
2001,Diabetes,California,21.5
2000,Diabetes,California,21.3
1999,Diabetes,California,22.5
2016,Diabetes,Colorado,16.2
2015,Diabetes,Colorado,15.9
2014,Diabetes,Colorado,15.5
2013,Diabetes,Colorado,15.0
2012,Diabetes,Colorado,15.9
2011,Diabetes,Colorado,16.4
2010,Diabetes,Colorado,15.2
2009,Diabetes,Colorado,17.2
2008,Diabetes,Colorado,17.6
2007,Diabetes,Colorado,16.8
2006,Diabetes,Colorado,16.7
2005,Diabetes,Colorado,19.3
2004,Diabetes,Colorado,18.2
2003,Diabetes,Colorado,19.1
2002,Diabetes,Colorado,18.0
2001,Diabetes,Colorado,18.8
2000,Diabetes,Colorado,18.5
1999,Diabetes,Colorado,19.2
2016,Diabetes,Connecticut,14.9
2015,Diabetes,Connecticut,13.9
2014,Diabetes,Connecticut,14.9
2013,Diabetes,Connecticut,14.8
2012,Diabetes,Connecticut,14.2
2011,Diabetes,Connecticut,15.5
2010,Diabetes,Connecticut,15.4
2009,Diabetes,Connecticut,14.5
2008,Diabetes,Connecticut,14.7
2007,Diabetes,Connecticut,15.5
2006,Diabetes,Connecticut,19.0
2005,Diabetes,Connecticut,20.0
2004,Diabetes,Connecticut,19.1
2003,Diabetes,Connecticut,16.8
2002,Diabetes,Connecticut,17.3
2001,Diabetes,Connecticut,19.7
2000,Diabetes,Connecticut,18.1
1999,Diabetes,Connecticut,18.5
2016,Diabetes,Delaware,17.0
2015,Diabetes,Delaware,18.1
2014,Diabetes,Delaware,19.8
2013,Diabetes,Delaware,19.4
2012,Diabetes,Delaware,22.3
2011,Diabetes,Delaware,21.5
2010,Diabetes,Delaware,19.2
2009,Diabetes,Delaware,20.8
2008,Diabetes,Delaware,22.5
2007,Diabetes,Delaware,23.6
2006,Diabetes,Delaware,20.6
2005,Diabetes,Delaware,26.5
2004,Diabetes,Delaware,24.5
2003,Diabetes,Delaware,28.4
2002,Diabetes,Delaware,26.1
2001,Diabetes,Delaware,27.5
2000,Diabetes,Delaware,24.6
1999,Diabetes,Delaware,23.5
2016,Diabetes,District of Columbia,19.8
2015,Diabetes,District of Columbia,25.7
2014,Diabetes,District of Columbia,18.8
2013,Diabetes,District of Columbia,17.9
2012,Diabetes,District of Columbia,24.1
2011,Diabetes,District of Columbia,26.0
2010,Diabetes,District of Columbia,24.9
2009,Diabetes,District of Columbia,22.5
2008,Diabetes,District of Columbia,27.5
2007,Diabetes,District of Columbia,26.6
2006,Diabetes,District of Columbia,33.0
2005,Diabetes,District of Columbia,34.4
2004,Diabetes,District of Columbia,40.2
2003,Diabetes,District of Columbia,32.4
2002,Diabetes,District of Columbia,34.1
2001,Diabetes,District of Columbia,37.4
2000,Diabetes,District of Columbia,39.3
1999,Diabetes,District of Columbia,39.6
2016,Diabetes,Florida,19.5
2015,Diabetes,Florida,18.6
2014,Diabetes,Florida,19.2
2013,Diabetes,Florida,19.2
2012,Diabetes,Florida,19.2
2011,Diabetes,Florida,19.7
2010,Diabetes,Florida,20.1
2009,Diabetes,Florida,20.0
2008,Diabetes,Florida,21.4
2007,Diabetes,Florida,21.7
2006,Diabetes,Florida,22.3
2005,Diabetes,Florida,22.7
2004,Diabetes,Florida,21.6
2003,Diabetes,Florida,21.9
2002,Diabetes,Florida,21.5
2001,Diabetes,Florida,22.1
2000,Diabetes,Florida,21.6
1999,Diabetes,Florida,21.5
2016,Diabetes,Georgia,21.2
2015,Diabetes,Georgia,21.4
2014,Diabetes,Georgia,22.3
2013,Diabetes,Georgia,23.0
2012,Diabetes,Georgia,22.6
2011,Diabetes,Georgia,23.6
2010,Diabetes,Georgia,23.1
2009,Diabetes,Georgia,18.7
2008,Diabetes,Georgia,18.0
2007,Diabetes,Georgia,20.0
2006,Diabetes,Georgia,21.2
2005,Diabetes,Georgia,23.2
2004,Diabetes,Georgia,22.5
2003,Diabetes,Georgia,24.4
2002,Diabetes,Georgia,23.1
2001,Diabetes,Georgia,22.1
2000,Diabetes,Georgia,22.4
1999,Diabetes,Georgia,22.6
2016,Diabetes,Hawaii,15.1
2015,Diabetes,Hawaii,14.5
2014,Diabetes,Hawaii,15.4
2013,Diabetes,Hawaii,15.5
2012,Diabetes,Hawaii,16.2
2011,Diabetes,Hawaii,15.6
2010,Diabetes,Hawaii,16.6
2009,Diabetes,Hawaii,19.5
2008,Diabetes,Hawaii,18.6
2007,Diabetes,Hawaii,19.0
2006,Diabetes,Hawaii,18.4
2005,Diabetes,Hawaii,15.1
2004,Diabetes,Hawaii,13.8
2003,Diabetes,Hawaii,14.8
2002,Diabetes,Hawaii,15.5
2001,Diabetes,Hawaii,13.5
2000,Diabetes,Hawaii,16.3
1999,Diabetes,Hawaii,17.3
2016,Diabetes,Idaho,19.8
2015,Diabetes,Idaho,22.1
2014,Diabetes,Idaho,22.9
2013,Diabetes,Idaho,23.8
2012,Diabetes,Idaho,22.9
2011,Diabetes,Idaho,24.2
2010,Diabetes,Idaho,22.5
2009,Diabetes,Idaho,24.3
2008,Diabetes,Idaho,23.9
2007,Diabetes,Idaho,22.9
2006,Diabetes,Idaho,23.1
2005,Diabetes,Idaho,22.4
2004,Diabetes,Idaho,26.5
2003,Diabetes,Idaho,28.3
2002,Diabetes,Idaho,26.1
2001,Diabetes,Idaho,26.4
2000,Diabetes,Idaho,25.9
1999,Diabetes,Idaho,23.1
2016,Diabetes,Illinois,18.7
2015,Diabetes,Illinois,19.2
2014,Diabetes,Illinois,18.7
2013,Diabetes,Illinois,19.7
2012,Diabetes,Illinois,19.2
2011,Diabetes,Illinois,19.4
2010,Diabetes,Illinois,18.5
2009,Diabetes,Illinois,20.6
2008,Diabetes,Illinois,21.6
2007,Diabetes,Illinois,22.0
2006,Diabetes,Illinois,21.9
2005,Diabetes,Illinois,24.0
2004,Diabetes,Illinois,24.5
2003,Diabetes,Illinois,24.6
2002,Diabetes,Illinois,24.6
2001,Diabetes,Illinois,25.5
2000,Diabetes,Illinois,25.0
1999,Diabetes,Illinois,25.2
2016,Diabetes,Indiana,26.0
2015,Diabetes,Indiana,26.9
2014,Diabetes,Indiana,24.4
2013,Diabetes,Indiana,26.3
2012,Diabetes,Indiana,25.9
2011,Diabetes,Indiana,25.4
2010,Diabetes,Indiana,22.7
2009,Diabetes,Indiana,24.1
2008,Diabetes,Indiana,24.9
2007,Diabetes,Indiana,23.5
2006,Diabetes,Indiana,25.9
2005,Diabetes,Indiana,27.0
2004,Diabetes,Indiana,26.6
2003,Diabetes,Indiana,27.8
2002,Diabetes,Indiana,27.6
2001,Diabetes,Indiana,27.7
2000,Diabetes,Indiana,28.0
1999,Diabetes,Indiana,26.9
2016,Diabetes,Iowa,20.9
2015,Diabetes,Iowa,26.7
2014,Diabetes,Iowa,25.6
2013,Diabetes,Iowa,19.0
2012,Diabetes,Iowa,17.6
2011,Diabetes,Iowa,19.9
2010,Diabetes,Iowa,19.3
2009,Diabetes,Iowa,18.7
2008,Diabetes,Iowa,20.3
2007,Diabetes,Iowa,20.6
2006,Diabetes,Iowa,22.0
2005,Diabetes,Iowa,20.1
2004,Diabetes,Iowa,19.5
2003,Diabetes,Iowa,20.2
2002,Diabetes,Iowa,20.8
2001,Diabetes,Iowa,20.1
2000,Diabetes,Iowa,18.1
1999,Diabetes,Iowa,19.7
2016,Diabetes,Kansas,21.2
2015,Diabetes,Kansas,20.2
2014,Diabetes,Kansas,19.2
2013,Diabetes,Kansas,19.8
2012,Diabetes,Kansas,19.6
2011,Diabetes,Kansas,22.1
2010,Diabetes,Kansas,20.6
2009,Diabetes,Kansas,20.3
2008,Diabetes,Kansas,22.7
2007,Diabetes,Kansas,22.8
2006,Diabetes,Kansas,24.8
2005,Diabetes,Kansas,23.8
2004,Diabetes,Kansas,23.5
2003,Diabetes,Kansas,23.2
2002,Diabetes,Kansas,26.4
2001,Diabetes,Kansas,25.2
2000,Diabetes,Kansas,23.5
1999,Diabetes,Kansas,23.0
2016,Diabetes,Kentucky,28.4
2015,Diabetes,Kentucky,28.2
2014,Diabetes,Kentucky,23.4
2013,Diabetes,Kentucky,24.1
2012,Diabetes,Kentucky,25.9
2011,Diabetes,Kentucky,26.5
2010,Diabetes,Kentucky,26.0
2009,Diabetes,Kentucky,29.3
2008,Diabetes,Kentucky,26.7
2007,Diabetes,Kentucky,24.4
2006,Diabetes,Kentucky,26.2
2005,Diabetes,Kentucky,27.8
2004,Diabetes,Kentucky,28.6
2003,Diabetes,Kentucky,31.6
2002,Diabetes,Kentucky,31.1
2001,Diabetes,Kentucky,27.3
2000,Diabetes,Kentucky,27.9
1999,Diabetes,Kentucky,28.8
2016,Diabetes,Louisiana,25.5
2015,Diabetes,Louisiana,23.5
2014,Diabetes,Louisiana,24.8
2013,Diabetes,Louisiana,26.9
2012,Diabetes,Louisiana,26.9
2011,Diabetes,Louisiana,27.1
2010,Diabetes,Louisiana,26.4
2009,Diabetes,Louisiana,27.8
2008,Diabetes,Louisiana,30.3
2007,Diabetes,Louisiana,33.5
2006,Diabetes,Louisiana,36.3
2005,Diabetes,Louisiana,38.7
2004,Diabetes,Louisiana,39.9
2003,Diabetes,Louisiana,40.9
2002,Diabetes,Louisiana,42.3
2001,Diabetes,Louisiana,41.9
2000,Diabetes,Louisiana,41.4
1999,Diabetes,Louisiana,41.8
2016,Diabetes,Maine,23.9
2015,Diabetes,Maine,21.9
